"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2017-03-26,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-27,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-28,47,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-29,47,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-30,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-03-31,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-01,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-02,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-03,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-04,47,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-05,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-06,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-07,45,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-08,51,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-09,58,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-10,71,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-11,61,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-12,54,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-13,61,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-14,71,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-15,51,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-16,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-17,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-18,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-19,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-20,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-21,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-22,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-23,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-24,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-25,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-26,50,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-27,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-28,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-29,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-04-30,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-01,58,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-02,48,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-17,48,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-18,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-19,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-20,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-21,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-22,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-23,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-24,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-25,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-26,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-27,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-28,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-29,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-30,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-05-31,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-01,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-02,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-03,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-04,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-05,20,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-06,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-07,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-08,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-09,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-10,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-11,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-12,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-13,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-14,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-15,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-16,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-17,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-18,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-19,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-20,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-21,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-22,11,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-23,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-24,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-25,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-26,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-27,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-28,45,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-06-30,17,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-01,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-02,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-03,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-04,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-05,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-06,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-07,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-08,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-09,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-10,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-11,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-12,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-13,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-14,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-15,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-16,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-17,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-18,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-19,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-20,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-21,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-22,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-23,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-24,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-25,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-26,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-27,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-28,17,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-29,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-30,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-07-31,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-01,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-02,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-03,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-04,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-05,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-06,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-07,18,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-08,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-09,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-10,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-11,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-12,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-13,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-14,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-15,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-16,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-17,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-18,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-19,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-20,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-21,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-22,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-23,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-24,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-25,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-26,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-27,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-28,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-29,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-30,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-08-31,18,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-01,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-02,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-03,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-04,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-05,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-06,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-07,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-14,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-15,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-16,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-17,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-18,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-19,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-20,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-21,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-22,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-23,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-24,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-25,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-26,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-27,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-28,45,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-29,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-09-30,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-01,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-02,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-03,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-04,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-05,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-06,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-07,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-08,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-09,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-10,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-11,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-12,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-13,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-14,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-15,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-16,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-17,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-18,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-19,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-20,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-21,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-22,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-23,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-24,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-25,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-26,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-27,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-28,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-29,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-30,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
2017-10-31,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
2018-01-04,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-05,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-06,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-07,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-08,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-09,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-10,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-11,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-12,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-13,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-14,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-15,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-16,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-17,28,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-18,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-19,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-20,40,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-21,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-22,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-23,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-24,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-25,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-26,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-27,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-28,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-29,25,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-30,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-01-31,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-01,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-02,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-03,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-04,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-05,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-06,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-07,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-08,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-09,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-10,20,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-11,24,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-12,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-13,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-14,26,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-15,26,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-16,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-17,28,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-18,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-19,26,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-20,23,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-21,22,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-22,24,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-23,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-24,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-25,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-26,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-27,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-02-28,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-01,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-02,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-03,45,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-04,45,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-05,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-06,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-07,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-08,40,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-09,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-10,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-11,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-12,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-13,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-14,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-15,54,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-16,67,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-17,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-18,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-19,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-20,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-21,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-22,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-23,49,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-24,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-25,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-26,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-27,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-28,43,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-29,50,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-30,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-03-31,46,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-01,49,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-02,49,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-03,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-04,45,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-05,47,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-06,61,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-07,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-08,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-09,43,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-10,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-11,46,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-12,61,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-13,51,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-14,48,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-15,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-16,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-17,48,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-18,71,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-19,49,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-20,61,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-21,58,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-22,51,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-23,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-24,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-25,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-26,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-27,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-28,64,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-29,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-04-30,54,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-01,67,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-02,64,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-03,47,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-04,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-05,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-06,40,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-07,45,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-08,51,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-09,64,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-10,54,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-11,58,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-12,58,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-13,48,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-14,51,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-15,23,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-16,33,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-17,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-18,26,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-19,20,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-20,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-21,36,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-22,29,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-23,30,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-24,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-25,35,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-26,23,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-27,24,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-28,17,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-29,22,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-30,21,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-05-31,23,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-01,43,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-02,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-03,42,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-04,71,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-05,48,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-06,67,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-07,58,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-08,50,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-09,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-10,38,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-11,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-12,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-13,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-14,47,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-15,46,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-16,49,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-17,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-18,47,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-19,51,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-20,42,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-21,34,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-22,39,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-23,41,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-24,40,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-25,43,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-26,28,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-27,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-28,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-29,54,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-06-30,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-01,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-02,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-03,44,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-04,27,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-05,30,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-06,31,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-07,32,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-08,37,"Blackstone","Ozone","Lee",35.4325,-79.2887
2018-07-09,47,"Blackstone","Ozone","Lee",35.4325,-79.2887
